時間戳記	lux1	lux2	led	dilution factor
2020/4/21 上午 9:12:53	1332.04	1459.58	40	1.5^4X
2020/4/21 上午 9:12:54	1358.36	1485.4	40	1.5^4X
2020/4/21 上午 9:12:55	1365.81	1493.85	40	1.5^4X
2020/4/21 上午 9:12:56	1368.32	1495.37	41	1.5^4X
2020/4/21 上午 9:12:57	1403.62	1531.62	42	1.5^4X
2020/4/21 上午 9:12:58	1415.03	1540.06	42	1.5^4X
2020/4/21 上午 9:12:59	1434.43	1571.4	43	1.5^4X
2020/4/21 上午 9:13:00	1442.38	1571.9	43	1.5^4X
2020/4/21 上午 9:13:01	1472.2	1609.63	43	1.5^4X
2020/4/21 上午 9:13:02	1465.24	1601.19	43	1.5^4X
2020/4/21 上午 9:13:03	1470.19	1604.69	43	1.5^4X
2020/4/21 上午 9:13:04	1469.2	1609.17	43	1.5^4X
2020/4/21 上午 9:13:05	1469.2	1609.13	43	1.5^4X
2020/4/21 上午 9:13:06	1472.7	1609.13	44	1.5^4X
2020/4/21 上午 9:13:07	1483.61	1621.57	44	1.5^4X
2020/4/21 上午 9:13:08	1503.01	1642.46	45	1.5^4X
2020/4/21 上午 9:13:09	1528.34	1673.76	45	1.5^4X
2020/4/21 上午 9:13:10	1539.79	1684.68	45	1.5^4X
2020/4/21 上午 9:13:11	1535.8	1681.21	46	1.5^4X
2020/4/21 上午 9:13:12	1564.63	1701.11	46	1.5^4X
2020/4/21 上午 9:13:13	1575.09	1717.5	47	1.5^4X
2020/4/21 上午 9:13:14	1605.9	1755.77	48	1.5^4X
2020/4/21 上午 9:13:15	1607.88	1778.63	48	1.5^4X
2020/4/21 上午 9:13:16	1644.16	1797.49	48	1.5^4X
2020/4/21 上午 9:13:17	1644.16	1797.49	48	1.5^4X
2020/4/21 上午 9:13:18	1642.68	1793.54	49	1.5^4X
2020/4/21 上午 9:13:19	1644.16	1804.45	49	1.5^4X
2020/4/21 上午 9:13:20	1678.47	1835.26	50	1.5^4X
2020/4/21 上午 9:13:21	1681.44	1847.7	50	1.5^4X
2020/4/21 上午 9:13:22	1708.29	1872.04	51	1.5^4X
2020/4/21 上午 9:13:23	1728.15	1888.44	52	1.5^4X
2020/4/21 上午 9:13:24	1780.83	1942.11	52	1.5^4X
2020/4/21 上午 9:13:25	1777.37	1943.59	52	1.5^4X
2020/4/21 上午 9:13:26	1779.35	1944.62	53	1.5^4X
2020/4/21 上午 9:13:27	1797.75	1960.02	53	1.5^4X
2020/4/21 上午 9:13:28	1810.69	1984.37	53	1.5^4X
2020/4/21 上午 9:13:29	1811.68	1974.93	54	1.5^4X
2020/4/21 上午 9:13:30	1815.63	1982.88	54	1.5^4X
2020/4/21 上午 9:13:31	1845.45	2021.64	54	1.5^4X
2020/4/21 上午 9:13:32	1846.94	2022.14	55	1.5^4X
2020/4/21 上午 9:13:33	1872.31	2025.1	55	1.5^4X
2020/4/21 上午 9:13:34	1879.76	2057.89	56	1.5^4X
2020/4/21 上午 9:13:35	1908.59	2057.93	56	1.5^4X
2020/4/21 上午 9:13:36	1918.52	2096.19	56	1.5^4X
2020/4/21 上午 9:13:37	1914.56	2097.68	56	1.5^4X
2020/4/21 上午 9:13:39	1915.55	2097.68	56	1.5^4X
2020/4/21 上午 9:13:40	1914.07	2092.2	57	1.5^4X
2020/4/21 上午 9:13:41	1952.83	2130.96	57	1.5^4X
2020/4/21 上午 9:13:42	1952.83	2134.95	57	1.5^4X
2020/4/21 上午 9:13:43	1947.85	2134.46	57	1.5^4X
2020/4/21 上午 9:13:44	1948.34	2130.96	58	1.5^4X
2020/4/21 上午 9:13:45	1949.83	2133.96	58	1.5^4X
2020/4/21 上午 9:13:46	1982.65	2166.26	58	1.5^4X
2020/4/21 上午 9:13:47	1982.16	2166.26	58	1.5^4X
2020/4/21 上午 9:13:48	1989.12	2185.62	59	1.5^4X
2020/4/21 上午 9:13:49	2020.92	2205.02	59	1.5^4X
2020/4/21 上午 9:13:50	2016.43	2204.03	60	1.5^4X
2020/4/21 上午 9:13:51	2017.45	2209.96	60	1.5^4X
2020/4/21 上午 9:13:52	2050.24	2246.74	61	1.5^4X
2020/4/21 上午 9:13:53	2050.74	2244.76	61	1.5^4X
2020/4/21 上午 9:13:54	2089.99	2279.57	61	1.5^4X
2020/4/21 上午 9:13:55	2090.49	2285.01	61	1.5^4X
2020/4/21 上午 9:13:56	2085.04	2285.01	62	1.5^4X
2020/4/21 上午 9:13:57	2120.8	2322.28	62	1.5^4X
2020/4/21 上午 9:13:58	2119.32	2318.82	63	1.5^4X
2020/4/21 上午 9:13:59	2119.32	2332.25	63	1.5^4X
2020/4/21 上午 9:14:00	2158.61	2360.05	63	1.5^4X
2020/4/21 上午 9:14:01	2158.11	2360.05	63	1.5^4X
2020/4/21 上午 9:14:02	2150.13	2354.08	64	1.5^4X
2020/4/21 上午 9:14:03	2155.6	2355.11	64	1.5^4X
2020/4/21 上午 9:14:04	2187.9	2397.33	65	1.5^4X
2020/4/21 上午 9:14:05	2187.9	2397.82	65	1.5^4X
2020/4/21 上午 9:14:06	2227.19	2434.11	66	1.5^4X
2020/4/21 上午 9:14:07	2243.09	2450.01	66	1.5^4X
2020/4/21 上午 9:14:08	2257.01	2467.39	67	1.5^4X
2020/4/21 上午 9:14:09	2262.48	2473.86	67	1.5^4X
2020/4/21 上午 9:14:10	2293.29	2510.15	68	1.5^4X
2020/4/21 上午 9:14:11	2306.19	2517.11	68	1.5^4X
2020/4/21 上午 9:14:12	2325.09	2542.93	69	1.5^4X
2020/4/21 上午 9:14:13	2347.46	2549.4	69	1.5^4X
2020/4/21 上午 9:14:14	2365.34	2584.2	70	1.5^4X
2020/4/21 上午 9:14:15	2370.32	2586.18	70	1.5^4X
2020/4/21 上午 9:14:16	2395.19	2623.46	71	1.5^4X
2020/4/21 上午 9:14:17	2411.59	2614.71	71	1.5^4X
2020/4/21 上午 9:14:18	2428.48	2654.27	71	1.5^4X
2020/4/21 上午 9:14:19	2430.95	2650.81	72	1.5^4X
2020/4/21 上午 9:14:20	2435.44	2667.2	72	1.5^4X
2020/4/21 上午 9:14:21	2461.79	2698.01	73	1.5^4X
2020/4/21 上午 9:14:22	2463.28	2695.5	73	1.5^4X
2020/4/21 上午 9:14:23	2493.1	2724.33	73	1.5^4X
2020/4/21 上午 9:14:24	2497.06	2733.27	74	1.5^4X
2020/4/21 上午 9:14:25	2529.88	2756.66	74	1.5^4X
2020/4/21 上午 9:14:26	2535.85	2772.56	75	1.5^4X
2020/4/21 上午 9:14:27	2534.83	2772.56	75	1.5^4X
2020/4/21 上午 9:14:28	2564.65	2810.33	76	1.5^4X
2020/4/21 上午 9:14:29	2583.06	2803.86	76	1.5^4X
2020/4/21 上午 9:14:30	2600.93	2842.13	76	1.5^4X
2020/4/21 上午 9:14:31	2597.97	2841.14	76	1.5^4X
2020/4/21 上午 9:14:33	2604.93	2848.6	77	1.5^4X
2020/4/21 上午 9:14:33	2613.37	2845.09	77	1.5^4X
2020/4/21 上午 9:14:34	2633.26	2881.88	78	1.5^4X
2020/4/21 上午 9:14:35	2633.26	2884.84	78	1.5^4X
2020/4/21 上午 9:14:37	2672.52	2924.14	79	1.5^4X
2020/4/21 上午 9:14:38	2704.81	2961.87	79	1.5^4X
2020/4/21 上午 9:14:39	2705.34	2951.94	79	1.5^4X
2020/4/21 上午 9:14:40	2702.83	2956.43	80	1.5^4X
2020/4/21 上午 9:14:41	2731.66	2994.2	81	1.5^4X
2020/4/21 上午 9:14:42	2760.99	3006.1	81	1.5^4X
2020/4/21 上午 9:14:43	2777.38	3036.91	81	1.5^4X
2020/4/21 上午 9:14:44	2764.49	3026.99	81	1.5^4X
2020/4/21 上午 9:14:45	2771.91	3029.46	82	1.5^4X
2020/4/21 上午 9:14:46	2785.83	3036.42	82	1.5^4X
2020/4/21 上午 9:14:47	2805.23	3074.19	83	1.5^4X
2020/4/21 上午 9:14:48	2826.6	3072.21	83	1.5^4X
2020/4/21 上午 9:14:49	2845.47	3108.99	84	1.5^4X
2020/4/21 上午 9:14:50	2859.89	3134.32	84	1.5^4X
2020/4/21 上午 9:14:51	2873.31	3145.28	85	1.5^4X
2020/4/21 上午 9:14:52	2895.68	3164.64	85	1.5^4X
2020/4/21 上午 9:14:53	2910.59	3187.01	86	1.5^4X
2020/4/21 上午 9:14:54	2920.55	3188.98	86	1.5^4X
2020/4/21 上午 9:14:55	2947.86	3217.81	86	1.5^4X
2020/4/21 上午 9:14:56	2934.97	3209.37	86	1.5^4X
2020/4/21 上午 9:14:57	2941.4	3224.78	87	1.5^4X
2020/4/21 上午 9:14:58	2972.24	3235.24	87	1.5^4X
2020/4/21 上午 9:14:59	2981.18	3262.55	88	1.5^4X
2020/4/21 上午 9:15:00	2979.7	3266.54	89	1.5^4X
2020/4/21 上午 9:15:01	3014.47	3305.79	89	1.5^4X
2020/4/21 上午 9:15:03	3043.79	3330.14	89	1.5^4X
2020/4/21 上午 9:15:02	3049.27	3335.08	89	1.5^4X
2020/4/21 上午 9:15:04	3042.8	3336.11	90	1.5^4X
2020/4/21 上午 9:15:05	3053.23	3341.55	90	1.5^4X
2020/4/21 上午 9:15:06	3085.06	3366.92	91	1.5^4X
2020/4/21 上午 9:15:08	3085.06	3373.39	91	1.5^4X
2020/4/21 上午 9:15:08	3112.41	3412.14	91	1.5^4X
2020/4/21 上午 9:15:10	3109.4	3404.69	91	1.5^4X
2020/4/21 上午 9:15:10	3114.39	3411.65	92	1.5^4X
2020/4/21 上午 9:15:12	3128.31	3405.18	92	1.5^4X
2020/4/21 上午 9:15:12	3152.65	3441.97	93	1.5^4X
2020/4/21 上午 9:15:14	3146.19	3450.41	93	1.5^4X
2020/4/21 上午 9:15:15	3180	3488.18	93	1.5^4X
2020/4/21 上午 9:15:16	3187.95	3485.17	94	1.5^4X
2020/4/21 上午 9:15:17	3186.96	3485.67	94	1.5^4X
2020/4/21 上午 9:15:18	3217.77	3521.96	94	1.5^4X
2020/4/21 上午 9:15:19	3218.76	3523.44	94	1.5^4X
2020/4/21 上午 9:15:20	3215.76	3524.47	95	1.5^4X
2020/4/21 上午 9:15:21	3214.77	3524.96	95	1.5^4X
2020/4/21 上午 9:15:22	3257.02	3561.7	96	1.5^4X
2020/4/21 上午 9:15:23	3256.53	3556.76	96	1.5^4X
2020/4/21 上午 9:15:24	3284.87	3595.52	96	1.5^4X
2020/4/21 上午 9:15:25	3284.87	3600.5	96	1.5^4X
2020/4/21 上午 9:15:26	3286.84	3600.46	97	1.5^4X
2020/4/21 上午 9:15:27	3288.33	3593.05	97	1.5^4X
2020/4/21 上午 9:15:28	3316.67	3630.28	98	1.5^4X
2020/4/21 上午 9:15:29	3326.63	3637.74	99	1.5^4X
2020/4/21 上午 9:15:30	3386.27	3713.77	99	1.5^4X
2020/4/21 上午 9:15:31	3387.75	3710.31	99	1.5^4X
2020/4/21 上午 9:15:33	3388.25	3699.89	99	1.5^4X
2020/4/21 上午 9:15:34	3386.77	3709.32	100	1.5^4X
2020/4/21 上午 9:15:35	3393.73	3712.29	100	1.5^4X
2020/4/21 上午 9:15:36	3428	3751.05	101	1.5^4X
2020/4/21 上午 9:15:37	3429.98	3759.99	101	1.5^4X
2020/4/21 上午 9:15:38	3455.84	3780.38	101	1.5^4X
2020/4/21 上午 9:15:39	3458.31	3780.87	102	1.5^4X
2020/4/21 上午 9:15:40	3456.83	3788.82	103	1.5^4X
2020/4/21 上午 9:15:41	3495.09	3826.1	103	1.5^4X
2020/4/21 上午 9:15:42	3530.89	3863.37	104	1.5^4X
2020/4/21 上午 9:15:43	3533.36	3859.91	104	1.5^4X
2020/4/21 上午 9:15:44	3556.26	3896.65	104	1.5^4X
2020/4/21 上午 9:15:45	3555.23	3897.68	104	1.5^4X
2020/4/21 上午 9:15:46	3560.71	3898.67	105	1.5^4X
2020/4/21 上午 9:15:47	3571.66	3901.64	105	1.5^4X
2020/4/21 上午 9:15:48	3597.49	3938.42	106	1.5^4X
2020/4/21 上午 9:15:49	3594.52	3931.95	106	1.5^4X
2020/4/21 上午 9:15:50	3624.84	3970.22	107	1.5^4X
2020/4/21 上午 9:15:51	3624.84	3976.68	107	1.5^4X
2020/4/21 上午 9:15:52	3665.08	4014.45	107	1.5^4X
2020/4/21 上午 9:15:53	3665.08	4011.49	107	1.5^4X
2020/4/21 上午 9:15:54	3665.57	4007.49	108	1.5^4X
2020/4/21 上午 9:15:55	3666.07	4011.98	109	1.5^4X
2020/4/21 上午 9:15:56	3694.41	4053.21	109	1.5^4X
2020/4/21 上午 9:15:57	3727.72	4090.98	109	1.5^4X
2020/4/21 上午 9:15:58	3733.2	4086.49	110	1.5^4X
2020/4/21 上午 9:15:59	3734.68	4084.52	110	1.5^4X
2020/4/21 上午 9:16:00	3765.49	4124.76	111	1.5^4X
2020/4/21 上午 9:16:01	3767.47	4125.79	111	1.5^4X
2020/4/21 上午 9:16:02	3797.29	4163.56	112	1.5^4X
2020/4/21 上午 9:16:03	3797.29	4163.56	112	1.5^4X
2020/4/21 上午 9:16:04	3837.57	4196.34	112	1.5^4X
2020/4/21 上午 9:16:05	3832.1	4197.83	113	1.5^4X
2020/4/21 上午 9:16:07	3867.89	4240.58	113	1.5^4X
2020/4/21 上午 9:16:08	3867.89	4241.07	114	1.5^4X
2020/4/21 上午 9:16:09	3902.16	4270.9	114	1.5^4X
2020/4/21 上午 9:16:10	3905.66	4270.4	114	1.5^4X
2020/4/21 上午 9:16:11	3905.66	4277.36	115	1.5^4X
2020/4/21 上午 9:16:12	3932.48	4315.13	115	1.5^4X
2020/4/21 上午 9:16:13	3933.47	4317.11	116	1.5^4X
2020/4/21 上午 9:16:14	3950.88	4310.64	117	1.5^4X
2020/4/21 上午 9:16:15	3974.73	4352.9	117	1.5^4X
2020/4/21 上午 9:16:16	4007.56	4389.64	117	1.5^4X
2020/4/21 上午 9:16:17	4007.03	4390.67	117	1.5^4X
2020/4/21 上午 9:16:18	4007.52	4390.67	117	1.5^4X
2020/4/21 上午 9:16:19	4004.06	4390.63	118	1.5^4X
2020/4/21 上午 9:16:20	4003.57	4385.2	118	1.5^4X
2020/4/21 上午 9:16:21	4046.32	4422.47	118	1.5^4X
2020/4/21 上午 9:16:22	4044.83	4430.42	119	1.5^4X
2020/4/21 上午 9:16:23	4038.37	4430.42	119	1.5^4X
2020/4/21 上午 9:16:24	4073.63	4467.2	119	1.5^4X
2020/4/21 上午 9:16:25	4073.67	4459.25	119	1.5^4X
2020/4/21 上午 9:16:26	4073.63	4459.21	119	1.5^4X
2020/4/21 上午 9:16:27	4077.13	4464.69	120	1.5^4X
2020/4/21 上午 9:16:28	4103.49	4500.48	120	1.5^4X
2020/4/21 上午 9:16:30	4103.49	4499.49	121	1.5^4X
2020/4/21 上午 9:16:31	4145.21	4536.28	121	1.5^4X
2020/4/21 上午 9:16:32	4144.22	4538.25	122	1.5^4X
2020/4/21 上午 9:16:33	4176.02	4578.5	122	1.5^4X
2020/4/21 上午 9:16:34	4177.05	4578.5	122	1.5^4X
2020/4/21 上午 9:16:35	4171.57	4570.55	123	1.5^4X
2020/4/21 上午 9:16:36	4174.54	4573.02	123	1.5^4X
2020/4/21 上午 9:16:37	4214.82	4610.79	123	1.5^4X
2020/4/21 上午 9:16:38	4215.81	4618.24	124	1.5^4X
2020/4/21 上午 9:16:39	4241.14	4656.01	124	1.5^4X
2020/4/21 上午 9:16:40	4242.63	4649.05	124	1.5^4X
2020/4/21 上午 9:16:42	4244.14	4652.06	125	1.5^4X
2020/4/21 上午 9:16:44	4244.14	4652.06	125	1.5^4X
2020/4/21 上午 9:16:44	4247.11	4654.04	126	1.5^4X
2020/4/21 上午 9:16:45	4280.89	4690.82	126	1.5^4X
2020/4/21 上午 9:16:46	4309.23	4727.6	127	1.5^4X
2020/4/21 上午 9:16:47	4308.73	4722.12	127	1.5^4X
2020/4/21 上午 9:16:48	4351.48	4759.4	127	1.5^4X
2020/4/21 上午 9:16:49	4350.5	4767.84	127	1.5^4X
2020/4/21 上午 9:16:50	4346.01	4767.84	128	1.5^4X
2020/4/21 上午 9:16:51	4346.01	4761.87	128	1.5^4X
2020/4/21 上午 9:16:52	4381.31	4799.15	128	1.5^4X
2020/4/21 上午 9:16:53	4380.81	4799.64	129	1.5^4X
2020/4/21 上午 9:16:54	4384.27	4802.15	129	1.5^4X
2020/4/21 上午 9:16:55	4419.08	4839.92	129	1.5^4X
2020/4/21 上午 9:16:56	4413.1	4841.9	130	1.5^4X
2020/4/21 上午 9:16:57	4412.12	4840.42	130	1.5^4X
2020/4/21 上午 9:16:58	4454.37	4872.71	130	1.5^4X
2020/4/21 上午 9:17:00	4447.41	4880.66	130	1.5^4X
2020/4/21 上午 9:17:01	4448.4	4881.15	131	1.5^4X
2020/4/21 上午 9:17:02	4450.88	4874.69	131	1.5^4X
2020/4/21 上午 9:17:03	4483.7	4911.96	132	1.5^4X
2020/4/21 上午 9:17:04	4521.47	4952.21	132	1.5^4X
2020/4/21 上午 9:17:06	4522.95	4953.19	132	1.5^4X
2020/4/21 上午 9:17:07	4513.03	4954.22	133	1.5^4X
2020/4/21 上午 9:17:08	4513.03	4952.7	133	1.5^4X
2020/4/21 上午 9:17:09	4555.28	4985.53	134	1.5^4X
2020/4/21 上午 9:17:10	4554.26	4986.02	134	1.5^4X
2020/4/21 上午 9:17:11	4585.6	5029.76	134	1.5^4X
2020/4/21 上午 9:17:12	4587.08	5029.76	135	1.5^4X
2020/4/21 上午 9:17:13	4585.1	5023.3	135	1.5^4X
2020/4/21 上午 9:17:14	4618.39	5061.07	135	1.5^4X
2020/4/21 上午 9:17:15	4626.34	5066.5	135	1.5^4X
2020/4/21 上午 9:17:16	4615.91	5067	135	1.5^4X
2020/4/21 上午 9:17:18	4616.41	5065.52	136	1.5^4X
2020/4/21 上午 9:17:19	4658.14	5102.3	136	1.5^4X
2020/4/21 上午 9:17:20	4657.15	5098.84	137	1.5^4X
2020/4/21 上午 9:17:21	4654.67	5099.83	137	1.5^4X
2020/4/21 上午 9:17:22	4687.99	5143.57	137	1.5^4X
2020/4/21 上午 9:17:24	4687.96	5136.11	137	1.5^4X
2020/4/21 上午 9:17:25	4691.45	5136.07	137	1.5^4X
2020/4/21 上午 9:17:26	4693.43	5136.11	138	1.5^4X
2020/4/21 上午 9:17:27	4684.99	5142.54	139	1.5^4X
2020/4/21 上午 9:17:28	4718.31	5181.3	139	1.5^4X
2020/4/21 上午 9:17:29	4761.02	5214.13	139	1.5^4X
2020/4/21 上午 9:17:31	4759.05	5213.14	140	1.5^4X
2020/4/21 上午 9:17:30	4760.53	5212.64	140	1.5^4X
2020/4/21 上午 9:17:32	4790.35	5251.4	140	1.5^4X
2020/4/21 上午 9:17:33	4791.83	5255.85	140	1.5^4X
2020/4/21 上午 9:17:34	4791.34	5255.85	140	1.5^4X
2020/4/21 上午 9:17:35	4788.87	5248.4	141	1.5^4X
2020/4/21 上午 9:17:36	4830.63	5288.18	141	1.5^4X
2020/4/21 上午 9:17:38	4821.16	5295.1	142	1.5^4X
2020/4/21 上午 9:17:39	4855.96	5333.37	142	1.5^4X
